"ID","age","color","island","college","income","antennae","politics","anxiety","depression","sociable","control","memory","intelligence","time1","time2","time3","food1","sleep","food2","reasoning_trials"
5248,56,"Pink","3rd","D",101000,"Straight","Independone",38,81,145,74,77,112,13.6,12.01,12.3,12,6.6,12,7
5249,57,"Pink","3rd","C",34000,"Straight","Independone",48,89,119,64,86,114,7.02,5.61,5.76,7,6.8,12,5
5250,51,"Blue","1st","B",45000,"Straight","Republicant",47,104,96,79,88,104,12.27,11.11,12.04,11,5.9,4,3
5251,54,"Blue","2nd","B",22000,"Curly","Independone",57,106,99,62,76,94,6.49,5.53,6.24,7,5.9,9,5
5252,34,"Pink","2nd","D",63000,"Straight","Democrulite",52,106,92,78,89,119,5.85,5.23,5.56,11,5.9,10,2
5253,15,"Blue","3rd","C",37000,"Straight","Independone",55,108,101,68,105,125,6.87,5.48,5.02,11,6.2,11,3
5254,37,"Pink","2nd","B",31000,"Straight","Democrulite",48,110,81,42,106,104,6.53,6.79,6.27,10,6.2,8,1
5255,32,"Pink","1st","C",46000,"Straight","Republicant",53,112,88,55,97,117,4.54,3.47,3.99,8,4.4,7,2
5256,58,"Blue","1st","A",90000,"Straight","Republicant",53,100,100,59,95,102,4.95,4.5,4.56,9,6.1,8,1
5257,43,"Pink","2nd","C",60000,"Curly","Democrulite",59,111,88,61,99,120,6.81,5.97,7,11,7.6,9,1
5258,69,"Pink","3rd","A",96000,"Straight","Democrulite",56,99,102,56,91,100,6.42,4.87,6.78,10,6.6,4,1
5259,66,"Pink","3rd","D",33000,"Straight","Independone",60,107,95,67,95,119,8.36,8.09,7.69,9,6.1,7,2
5260,46,"Pink","2nd","C",159000,"Straight","Independone",47,105,93,70,109,127,6.29,5.89,4.91,9,6.2,8,1
5261,27,"Pink","2nd","D",35000,"Curly","Independone",57,111,89,71,105,125,5.1,3.6,4.8,9,5.1,7,1
5262,40,"Blue","3rd","C",41000,"Straight","Independone",49,86,119,74,87,117,10.16,9.45,8.95,6,5.1,7,2
5263,27,"Pink","3rd","D",56000,"Straight","Independone",53,104,94,68,97,121,4.53,4.93,3.94,9,6.7,8,3
5264,58,"Pink","2nd","C",40000,"Straight","Democrulite",54,94,107,61,84,112,6.41,5.53,4.65,10,5.2,11,1
5265,58,"Pink","2nd","A",64000,"Curly","Democrulite",49,94,102,63,75,93,6.29,5.25,6.66,7,5.3,6,4
5266,36,"Pink","3rd","B",44000,"Curly","Independone",41,90,108,66,84,98,4.64,3.2,3.26,9,5.2,7,4
5267,48,"Blue","3rd","C",45000,"Straight","Democrulite",54,99,101,45,85,109,7.4,5.81,6.99,11,4.8,8,1
5268,11,"Pink","2nd","C",39000,"Straight","Independone",53,102,98,63,88,115,4.63,3.83,5.01,9,7.6,8,1
5269,53,"Pink","1st","D",24000,"Straight","Independone",51,104,97,78,86,117,5.57,5.57,5.83,8,5.8,10,8
5270,28,"Pink","3rd","C",121000,"Curly","Independone",49,95,105,75,105,126,5.77,5.24,4.6,9,5.8,8,2
5271,41,"Pink","3rd","A",63000,"Straight","Independone",50,88,105,53,108,107,4.5,2.93,2.89,11,6.3,11,1
5272,24,"Pink","3rd","D",49000,"Straight","Independone",52,89,102,48,93,113,8.18,6.62,7.25,8,6.4,9,3
5273,24,"Pink","1st","D",34000,"Straight","Republicant",58,105,95,72,94,120,3.47,2.57,2.44,8,4.3,9,1
5274,53,"Pink","3rd","D",60000,"Straight","Independone",44,94,111,70,105,125,7.35,6.89,5.77,6,4,10,2
5275,63,"Pink","3rd","B",99000,"Straight","Republicant",48,108,82,62,75,93,6.88,5.37,6.01,10,6,9,2
5276,23,"Pink","2nd","C",97000,"Straight","Democrulite",46,90,105,65,89,116,7.09,6.29,5.43,6,7.6,11,5
5277,44,"Pink","2nd","C",66000,"Straight","Independone",49,90,103,61,97,119,5.47,3.66,5.24,10,6,10,1
5278,58,"Blue","3rd","C",25000,"Curly","Independone",49,106,95,60,96,118,8.3,8.21,6.91,9,5.7,9,3
5279,19,"Blue","2nd","A",11000,"Straight","Republicant",48,100,100,50,85,95,4.57,3.4,2.92,9,5.2,11,2
5280,11,"Pink","3rd","D",42000,"Straight","Independone",51,99,100,40,97,113,6.1,4.45,6.19,11,6.8,11,3
5281,62,"Blue","1st","C",26000,"Straight","Republicant",49,90,102,59,106,123,6.22,4.27,5,6,5.1,6,3
5282,40,"Pink","1st","B",25000,"Straight","Republicant",46,106,96,69,92,103,6.05,5.47,4.76,12,7.1,12,5
5283,54,"Pink","1st","A",21000,"Straight","Republicant",56,117,91,54,97,102,7.24,7.65,7.42,10,5,10,4
5284,27,"Pink","3rd","B",39000,"Straight","Independone",43,100,100,56,93,100,6.38,6.09,5.78,7,5.9,14,1
5285,16,"Pink","3rd","C",36000,"Straight","Independone",45,98,103,58,92,115,8.74,7.06,7.15,8,7,6,3
5286,26,"Pink","2nd","D",111000,"Straight","Democrulite",47,101,99,47,108,121,7.64,5.88,7.1,9,4.1,9,2
5287,60,"Blue","3rd","B",30000,"Straight","Democrulite",52,116,80,85,92,107,7.76,6.25,7.8,10,7.2,7,1
5288,46,"Blue","1st","C",35000,"Straight","Republicant",50,105,97,61,88,114,8.42,6.83,7.04,4,5.1,7,1
5289,36,"Pink","3rd","A",29000,"Straight","Republicant",43,91,113,63,81,96,5.2,4.32,5.04,11,4.4,6,1
5290,30,"Pink","2nd","B",48000,"Straight","Republicant",47,106,96,76,91,104,4.61,3.98,4.76,11,6.2,7,3
5291,49,"Pink","1st","C",153000,"Curly","Republicant",44,105,96,51,106,121,4.92,4.88,3.31,4,5.5,13,1
5292,29,"Pink","1st","C",40000,"Straight","Republicant",52,99,101,51,109,122,4.64,3.28,4.85,10,6.8,8,1
5293,43,"Pink","3rd","B",116000,"Straight","Democrulite",56,106,91,54,81,94,6.44,5.72,4.49,10,6.6,7,1
5294,41,"Pink","3rd","B",49000,"Straight","Democrulite",40,82,124,60,98,104,5.27,4.16,3.85,8,7,8,2
5295,50,"Pink","2nd","D",55000,"Straight","Republicant",52,78,117,74,88,117,5.2,3.54,3.24,11,7.6,8,2
5296,40,"Pink","3rd","B",41000,"Straight","Democrulite",44,91,105,59,95,102,5.15,4.28,3.75,10,5,11,1
5297,19,"Pink","1st","C",57000,"Straight","Republicant",50,111,84,71,93,119,6.74,4.85,5.78,11,4.5,12,2
5298,59,"Pink","1st","B",39000,"Straight","Independone",51,92,110,55,91,99,5.94,4.4,5.75,8,7.4,4,2
5299,68,"Pink","3rd","B",44000,"Straight","Independone",46,93,113,54,74,90,5.3,3.75,3.55,7,4.8,12,5
5300,70,"Pink","2nd","C",190000,"Curly","Democrulite",55,122,64,69,72,108,8.9,8.74,8.94,7,4.6,9,2
5301,52,"Blue","3rd","B",522000,"Straight","Independone",47,79,123,59,92,101,9.26,8.86,7.88,5,6.9,9,3
5302,22,"Blue","2nd","B",77000,"Straight","Republicant",50,103,95,72,92,104,5.71,5.75,4.79,8,4.2,7,4
5303,24,"Pink","1st","B",94000,"Straight","Republicant",52,92,107,69,90,102,8.15,6.33,6.18,9,6,7,1
5304,63,"Pink","3rd","C",55000,"Straight","Republicant",58,115,82,71,81,113,7.61,6.6,5.97,8,6.8,11,2
5305,51,"Blue","1st","A",37000,"Curly","Democrulite",52,83,116,56,80,94,6.98,6.81,5.9,8,5.1,6,5
5306,32,"Blue","1st","C",56000,"Straight","Republicant",46,97,100,64,78,110,4.73,4.02,2.79,7,5,7,1
5307,33,"Pink","2nd","A",56000,"Straight","Democrulite",50,95,106,59,97,103,7.08,5.62,5.36,6,7.5,7,2
5308,56,"Pink","1st","D",75000,"Straight","Republicant",48,99,101,58,69,104,5.06,5.07,4.07,8,7,14,8
5309,35,"Pink","2nd","A",59000,"Straight","Republicant",50,100,100,63,95,103,11.37,9.78,11.3,6,7.7,11,2
5310,47,"Blue","1st","B",141000,"Curly","Independone",48,100,100,65,80,96,5.06,4.12,3.12,6,6.5,5,1
5311,50,"Pink","3rd","B",119000,"Straight","Democrulite",52,109,83,58,82,96,6.05,6.28,5.14,7,7.9,6,7
5312,32,"Pink","3rd","D",115000,"Straight","Democrulite",44,94,107,63,79,110,6.37,6.46,6.12,8,5.1,9,11
5313,65,"Pink","3rd","C",162000,"Straight","Independone",56,111,95,64,90,116,8.69,9.13,7.97,9,6.5,11,5
5314,52,"Blue","3rd","B",24000,"Curly","Republicant",58,109,93,59,93,101,6,5.61,4.16,9,5,7,2
5315,14,"Pink","2nd","C",137000,"Straight","Democrulite",45,96,106,66,89,116,5.12,4.92,4.05,11,7.6,7,11
5316,12,"Pink","1st","D",87000,"Straight","Republicant",55,116,75,46,82,107,9.15,8.39,8.09,7,5.2,9,5
5317,39,"Pink","1st","B",57000,"Straight","Republicant",54,112,96,58,99,104,8.91,8.36,7.17,9,4.7,8,2
5318,38,"Pink","1st","D",50000,"Straight","Independone",46,97,102,57,76,107,9.63,8.96,10.07,7,4.8,9,6
5319,70,"Pink","3rd","B",25000,"Straight","Democrulite",49,94,103,61,88,99,6.52,6.27,6.45,9,6.8,11,4
5320,47,"Pink","2nd","C",26000,"Straight","Republicant",49,106,90,71,94,120,4.34,2.95,4.33,10,6.5,12,1
5321,56,"Pink","1st","B",28000,"Straight","Republicant",49,94,97,58,94,102,5.29,5.07,5.66,3,6.3,12,6
5322,42,"Pink","3rd","C",37000,"Straight","Independone",58,102,98,57,93,116,8.65,7.04,9.06,9,6.7,9,7
5323,25,"Pink","1st","A",91000,"Straight","Democrulite",42,76,138,65,104,108,4.53,4.61,4.82,11,5.5,11,1
5324,54,"Blue","1st","B",96000,"Straight","Independone",45,103,97,58,100,104,6.69,6.17,6.11,10,6.5,8,1
5325,34,"Pink","3rd","B",18000,"Straight","Independone",52,101,99,67,95,104,4.09,2.3,4.06,8,6.6,12,1
5326,12,"Pink","3rd","B",34000,"Straight","Democrulite",45,92,109,66,79,96,8.93,7.3,7.85,8,7.3,9,3
5327,18,"Pink","1st","A",44000,"Curly","Republicant",45,96,107,63,93,102,7.93,6.49,6.65,9,4.6,11,1
5328,32,"Pink","1st","B",25000,"Straight","Republicant",42,79,101,79,74,97,4.08,2.47,2.66,8,4.8,11,1
5329,60,"Blue","3rd","C",24000,"Straight","Independone",49,104,99,61,90,115,7.23,5.96,6.91,7,5.8,10,7
5330,34,"Pink","1st","A",126000,"Straight","Republicant",54,112,85,65,92,102,6.22,5.17,4.65,10,6.1,7,1
5331,70,"Pink","2nd","B",45000,"Straight","Independone",56,101,99,41,88,94,7.43,7.27,6.33,11,6.1,10,1
5332,46,"Blue","1st","C",90000,"Straight","Republicant",48,91,113,63,76,109,6.3,5.5,4.45,5,6.6,7,1
5333,11,"Pink","3rd","B",59000,"Straight","Republicant",50,113,102,66,99,106,5.38,5.06,5.4,8,6.1,10,1
5334,46,"Pink","2nd","D",115000,"Straight","Independone",58,101,99,54,98,117,4.77,5.1,4.2,7,6.2,9,3
5335,18,"Blue","2nd","A",25000,"Straight","Democrulite",51,113,86,61,93,102,6.32,5.15,6.77,9,5.3,9,1
5336,70,"Pink","3rd","C",81000,"Straight","Independone",52,123,87,82,83,117,9.87,8.65,8.38,9,5.3,8,1
5337,52,"Pink","1st","B",28000,"Curly","Republicant",56,99,101,64,89,100,6.24,5.26,6.55,9,5.9,8,6
5338,11,"Pink","1st","B",226000,"Straight","Democrulite",48,94,102,65,120,116,4.59,3.35,4.42,8,6.5,7,4
5339,63,"Blue","3rd","B",35000,"Curly","Independone",43,102,100,65,84,98,12.92,11.72,12.76,7,5.3,8,7
5340,52,"Pink","2nd","D",27000,"Straight","Democrulite",54,105,91,64,86,114,10.98,9.17,9.2,5,7,11,4
5341,42,"Blue","3rd","B",68000,"Curly","Independone",45,82,106,59,90,100,4.22,3.76,3.91,8,7.2,10,1
5342,52,"Pink","1st","D",116000,"Straight","Republicant",54,111,83,64,79,111,7.05,6.85,5.15,7,7,9,8
5343,30,"Pink","3rd","A",30000,"Straight","Independone",50,93,109,62,108,110,4.15,3.01,4.51,10,5.3,10,3
5344,33,"Blue","1st","C",80000,"Straight","Republicant",53,116,98,47,97,115,5.43,5.83,3.56,7,6.1,10,1
5345,30,"Pink","1st","A",115000,"Straight","Republicant",50,106,96,68,96,105,8.36,8.18,6.52,10,4.6,8,1
5346,32,"Pink","1st","A",113000,"Straight","Republicant",59,123,80,76,94,106,10.22,9.59,10.53,8,5.4,8,1
5347,36,"Pink","3rd","B",46000,"Straight","Democrulite",53,106,87,70,93,104,4.65,4.75,3.66,10,5.9,7,1
5348,39,"Pink","1st","D",32000,"Straight","Democrulite",43,83,118,72,95,121,4.25,4.61,4.67,10,4.9,8,3
5349,55,"Pink","3rd","D",88000,"Straight","Independone",41,106,98,69,100,122,3.73,2.65,3.5,4,5.3,11,1
5350,43,"Blue","2nd","D",117000,"Curly","Independone",50,110,92,67,98,121,11.31,10.88,9.58,11,6.9,12,1
5351,65,"Pink","1st","B",19000,"Straight","Independone",39,91,103,42,84,92,4.98,3.58,4.69,11,6.6,10,2
5352,37,"Blue","2nd","A",35000,"Curly","Democrulite",52,100,100,61,91,101,6.71,6.26,5.04,9,6.3,8,1
5353,13,"Pink","1st","C",32000,"Straight","Independone",46,81,126,48,113,123,5.9,6.03,6.04,10,6.3,11,4
5354,36,"Blue","3rd","C",99000,"Straight","Independone",47,91,110,61,89,115,5.31,5.41,5.29,9,6.8,3,2
5355,26,"Pink","2nd","B",76000,"Straight","Independone",50,99,101,43,89,95,5.05,4.63,4.92,7,5.6,8,2
5356,52,"Blue","3rd","A",299000,"Curly","Independone",54,107,91,47,88,96,6.54,6.76,6.79,10,6,10,11
5357,15,"Pink","2nd","B",119000,"Straight","Democrulite",54,101,99,54,100,104,8.13,6.6,7.19,8,5.3,8,5
5358,32,"Pink","3rd","C",122000,"Straight","Independone",54,102,97,61,93,117,9.01,7.11,9.12,10,6.1,10,1
5359,45,"Blue","3rd","A",19000,"Straight","Independone",39,88,116,44,72,87,6.74,5.25,6.58,6,7.1,7,3
5360,18,"Pink","1st","C",97000,"Straight","Republicant",47,89,107,70,94,119,4.22,3.22,3.17,11,6.3,5,1
5361,35,"Pink","3rd","C",64000,"Straight","Independone",56,102,97,57,106,122,4.97,3.79,3.28,12,5.4,9,1
5362,17,"Pink","3rd","A",68000,"Straight","Independone",45,94,109,84,105,114,4.98,5.37,3.51,9,7.6,7,2
5363,50,"Pink","2nd","C",25000,"Straight","Democrulite",49,96,104,66,91,117,6.57,5.72,6.14,9,6.5,12,2
5364,32,"Blue","1st","D",141000,"Curly","Republicant",53,89,120,61,110,125,4.82,4.56,3.64,9,8.1,9,2
5365,20,"Blue","2nd","A",27000,"Curly","Democrulite",45,83,119,54,103,105,4.48,4.22,4.72,10,5.3,9,1
5366,49,"Blue","1st","D",30000,"Straight","Republicant",36,77,101,62,92,117,4.36,2.59,2.43,6,6.7,10,1
5367,22,"Pink","1st","C",107000,"Straight","Democrulite",47,111,92,56,108,123,6.06,5.91,5.12,8,4.8,6,1
5368,39,"Blue","3rd","C",88000,"Straight","Independone",59,105,96,61,104,122,6.65,6.29,5.1,11,7.3,11,2
5369,42,"Pink","3rd","B",183000,"Straight","Democrulite",51,106,98,54,90,98,7.71,6.22,5.94,10,4.8,5,3
5370,38,"Blue","2nd","B",55000,"Straight","Republicant",55,115,71,62,81,96,6.49,5.06,5.35,7,6.8,8,4
5371,65,"Pink","1st","D",46000,"Straight","Republicant",56,110,99,64,69,105,5.31,5.42,5.44,8,5.5,6,1
5372,22,"Blue","2nd","D",137000,"Straight","Republicant",43,92,107,73,109,128,3.55,3.65,3.05,10,5.3,9,2
5373,39,"Pink","2nd","B",114000,"Straight","Democrulite",44,101,98,57,110,109,6.96,6.25,6.22,6,6.2,11,4
5374,26,"Pink","1st","A",20000,"Straight","Independone",48,103,98,65,96,104,3.88,2.52,2.36,14,6.5,10,2
5375,46,"Blue","2nd","B",102000,"Curly","Democrulite",54,102,98,52,90,98,5.52,4.23,4.09,6,7.2,9,5
5376,70,"Pink","3rd","A",81000,"Straight","Republicant",53,114,76,64,82,97,6.43,4.53,5.62,9,6.6,12,1
5377,39,"Blue","3rd","A",135000,"Straight","Independone",55,111,83,67,96,105,5.36,3.69,3.62,9,5.2,9,2
5378,42,"Pink","1st","B",50000,"Straight","Republicant",51,94,105,61,73,92,7.35,7.39,6.78,8,4.7,7,1
5379,49,"Pink","3rd","C",19000,"Straight","Independone",49,104,97,51,80,108,4.89,3.48,3.11,9,6,7,1
5380,53,"Pink","3rd","B",64000,"Straight","Independone",47,98,100,59,96,103,5.83,5.66,5.45,9,6.8,8,3
5381,46,"Pink","1st","D",30000,"Straight","Democrulite",44,95,106,63,79,110,5.28,3.72,5.19,8,5.3,7,1
5382,56,"Pink","1st","A",37000,"Straight","Republicant",40,84,95,55,92,100,6.87,6.81,6.81,11,5.2,8,1
5383,37,"Pink","2nd","B",137000,"Curly","Democrulite",48,108,90,52,90,98,5.44,4.96,5.18,10,8.5,12,1
5384,57,"Pink","1st","D",51000,"Straight","Republicant",51,106,94,78,101,125,7.88,8.21,8.3,7,6.7,12,2
5385,18,"Blue","1st","A",151000,"Curly","Democrulite",51,99,102,61,93,102,4.92,4.91,3.35,9,6.5,10,1
5386,41,"Blue","2nd","C",105000,"Straight","Democrulite",57,105,91,55,90,114,5.02,5.34,3.5,3,7.3,6,5
5387,56,"Pink","1st","C",81000,"Straight","Republicant",52,89,113,74,79,113,4.04,2.23,2.22,9,6.4,8,1
5388,19,"Blue","3rd","A",72000,"Curly","Democrulite",55,112,97,76,106,112,9.02,8.9,8.91,8,4.6,3,3
5389,61,"Blue","1st","C",82000,"Straight","Republicant",52,119,85,45,85,109,8.18,8.47,7.42,6,6.7,8,2
5390,57,"Pink","1st","D",87000,"Straight","Republicant",49,92,108,47,83,108,5.45,5.28,5.51,7,6.3,8,4
5391,66,"Blue","3rd","D",68000,"Straight","Independone",56,117,78,55,90,114,6.1,4.43,6.29,9,6.3,7,5
5392,20,"Pink","1st","B",32000,"Straight","Democrulite",46,100,100,83,97,109,3.64,2.29,2.86,8,4.7,7,2
5393,36,"Pink","3rd","B",22000,"Curly","Republicant",53,95,104,62,115,113,6.84,5.17,5.36,8,4.8,8,1
5394,29,"Pink","2nd","C",60000,"Straight","Republicant",49,116,71,62,102,121,5.88,6.27,4.3,7,6.4,11,1
5395,70,"Blue","3rd","D",29000,"Straight","Independone",50,107,91,53,88,112,7.59,5.62,8.06,7,6.6,7,2
5396,51,"Pink","1st","D",19000,"Straight","Republicant",59,115,78,73,101,124,6.1,5.08,6.19,8,6.9,8,1
5397,57,"Pink","3rd","A",180000,"Straight","Independone",54,109,96,58,75,92,6.89,6.84,5.37,11,6.8,5,7
5398,57,"Blue","1st","C",97000,"Curly","Republicant",42,95,103,61,92,116,5.99,4.72,5.89,8,5.7,8,1
5399,66,"Pink","3rd","D",23000,"Curly","Independone",51,108,93,56,83,111,5.66,6.14,5.07,10,6.5,11,2
5400,45,"Pink","2nd","B",86000,"Straight","Democrulite",50,93,106,73,92,104,3.79,4.25,4.29,10,6.1,10,1
5401,66,"Blue","2nd","B",43000,"Straight","Democrulite",48,110,101,60,76,93,5.92,5.42,5.2,4,4.9,7,8
5402,41,"Blue","1st","B",59000,"Straight","Democrulite",49,94,105,51,90,98,3.71,3.04,2.73,9,5.8,8,2
5403,21,"Blue","3rd","C",62000,"Straight","Independone",45,77,128,54,85,111,3.51,3.57,3.2,9,4.9,6,1
5404,53,"Pink","1st","C",20000,"Straight","Independone",43,102,98,56,85,111,5.55,4.53,4.08,6,5.6,5,5
5405,58,"Pink","3rd","A",27000,"Curly","Independone",48,99,100,45,84,93,6.36,6.62,5.88,10,5.6,7,9
5406,21,"Pink","2nd","C",76000,"Straight","Democrulite",58,90,103,57,107,123,8.23,8.2,6.75,9,5.6,10,2
5407,59,"Pink","1st","D",57000,"Curly","Democrulite",52,99,100,69,97,121,4.61,3.34,3.42,7,5.7,9,1
5408,40,"Blue","1st","B",29000,"Curly","Republicant",57,110,93,54,108,108,4.98,4.74,3.99,7,6.4,8,1
5409,47,"Pink","3rd","B",31000,"Straight","Democrulite",50,96,103,72,99,108,6.2,6.18,5.4,13,6.8,7,1
5410,64,"Blue","1st","C",60000,"Curly","Republicant",57,121,87,54,102,119,6.26,5.09,6.72,4,5.5,5,1
5411,20,"Pink","1st","B",118000,"Straight","Independone",53,122,91,48,120,112,5.39,5.34,4.85,9,5.4,9,3
5412,63,"Pink","2nd","D",70000,"Straight","Independone",45,102,97,68,79,111,5.49,4.82,5.9,11,6.9,10,5
5413,20,"Pink","2nd","B",68000,"Curly","Democrulite",55,117,86,55,91,99,8.72,8.79,7.47,10,5.6,9,1
5414,61,"Blue","3rd","B",48000,"Straight","Independone",53,107,94,64,90,101,4.7,4.45,4.17,9,5.4,10,3
5415,58,"Blue","3rd","C",24000,"Straight","Independone",47,79,114,60,98,119,6.45,6.28,6.53,7,5.6,13,4
5416,35,"Blue","3rd","D",27000,"Curly","Independone",44,80,128,59,101,120,5.27,3.94,4.5,8,7.5,7,1
5417,48,"Pink","2nd","D",49000,"Straight","Republicant",46,104,93,67,106,125,6.8,7.06,5.15,8,5.9,9,2
5418,51,"Pink","3rd","D",22000,"Straight","Independone",48,94,103,55,110,124,4.82,3.49,4.56,5,6.7,8,1
5419,14,"Pink","2nd","D",30000,"Straight","Republicant",56,106,96,65,108,125,5.67,5.69,3.9,10,6.4,7,1
5420,65,"Blue","3rd","A",32000,"Curly","Independone",53,94,105,77,91,105,6.91,4.98,5.42,10,3.7,8,2
5421,41,"Pink","1st","C",27000,"Straight","Democrulite",45,87,108,50,101,118,5.64,5.87,5.26,13,5.4,7,1
5422,49,"Pink","2nd","C",54000,"Straight","Democrulite",51,111,93,53,80,108,5.41,3.58,5.87,8,3.4,8,3
5423,16,"Pink","2nd","C",29000,"Straight","Independone",52,106,97,42,88,109,8.22,7.54,6.35,11,7.5,11,1
5424,13,"Pink","1st","B",75000,"Straight","Democrulite",44,89,116,73,79,98,3.43,1.93,3.84,11,6.4,7,2
5425,32,"Pink","2nd","A",113000,"Straight","Democrulite",52,102,97,51,90,98,7.46,7.33,5.98,11,7.2,8,3
5426,63,"Blue","1st","D",22000,"Curly","Independone",53,116,82,57,77,108,5.71,4.41,4.8,8,7.6,10,2
5427,45,"Pink","3rd","A",74000,"Straight","Democrulite",41,84,105,49,92,98,5.33,3.79,4.21,10,6.1,9,3
5428,64,"Pink","3rd","D",86000,"Straight","Independone",52,102,98,60,94,117,6.4,6.08,5.15,12,6.9,9,1
5429,63,"Pink","3rd","C",106000,"Straight","Democrulite",47,90,114,64,83,113,7.79,7.87,6.78,8,5.6,11,12
5430,66,"Blue","2nd","B",27000,"Curly","Democrulite",57,88,106,60,101,106,7.33,7.09,7.21,7,5.6,6,4
5431,48,"Pink","2nd","A",60000,"Straight","Republicant",43,84,108,40,103,102,10.86,11.34,8.97,5,5.4,11,1
5432,62,"Pink","1st","B",151000,"Straight","Democrulite",53,109,83,61,93,102,4.04,2.89,4,12,5.3,2,1
5433,45,"Pink","2nd","B",25000,"Straight","Democrulite",46,85,123,47,107,105,10.18,8.41,9.89,9,6.9,10,1
5434,15,"Pink","1st","B",61000,"Straight","Democrulite",53,113,94,49,109,107,10.03,9.54,9.24,8,6.7,11,1
5435,26,"Blue","1st","A",88000,"Straight","Republicant",45,93,108,56,92,100,6.82,7.15,5.84,11,6.1,7,5
5436,36,"Pink","3rd","D",39000,"Straight","Independone",51,96,103,58,98,119,7.66,8.01,7.9,10,6.3,7,2
5437,25,"Pink","1st","A",35000,"Straight","Republicant",56,100,100,60,100,105,5.41,3.94,4.22,5,7.3,9,2
5438,46,"Pink","1st","C",347000,"Curly","Independone",49,94,105,51,78,107,8.46,8.93,8.67,6,6.2,5,1
5439,36,"Pink","3rd","A",139000,"Straight","Republicant",53,89,113,73,106,111,5.6,5.87,5.74,8,5.1,5,2
5440,22,"Pink","1st","A",27000,"Straight","Republicant",52,109,91,72,93,104,5.3,4.12,3.49,8,5,9,1
5441,20,"Blue","1st","A",21000,"Straight","Republicant",51,103,98,71,106,111,7.45,7.89,6.9,5,4.6,8,1
5442,12,"Pink","2nd","B",73000,"Straight","Democrulite",46,101,99,47,105,104,8.38,7.38,7.42,7,7.5,11,13
5443,47,"Blue","3rd","C",28000,"Straight","Independone",50,107,93,66,91,117,6.38,6.73,4.98,7,5.8,9,3
5444,43,"Blue","1st","A",53000,"Straight","Republicant",56,110,84,64,99,106,8.53,8.13,7.23,5,6.4,11,2
5445,18,"Pink","2nd","C",32000,"Straight","Democrulite",60,103,97,56,100,119,5.89,5.75,4.16,6,5.7,9,4
5446,65,"Pink","2nd","D",33000,"Straight","Democrulite",50,93,116,67,86,115,6.89,7.26,5.15,9,6.9,6,8
5447,42,"Pink","1st","A",24000,"Straight","Democrulite",42,79,131,67,78,96,10.6,8.64,8.83,8,5.3,7,6
5448,28,"Pink","3rd","B",46000,"Straight","Republicant",46,108,83,77,92,105,8.47,6.92,8.83,8,7.1,11,3
5449,14,"Blue","3rd","A",38000,"Straight","Independone",49,109,94,67,80,97,5.68,5.73,5.58,9,4.9,4,17
5450,19,"Pink","1st","C",86000,"Straight","Independone",57,104,97,56,107,123,6.94,7.01,6.07,10,6.4,11,1
5451,53,"Pink","3rd","D",60000,"Straight","Republicant",61,105,93,63,82,112,4.85,5.29,4.1,10,5.8,9,1
5452,51,"Pink","2nd","D",47000,"Straight","Democrulite",46,105,96,57,93,116,6.33,5.57,4.52,7,5.3,11,3
5453,43,"Pink","3rd","B",151000,"Straight","Independone",44,90,110,58,81,95,8.41,7.31,7.41,9,4.9,9,2
5454,52,"Pink","3rd","B",55000,"Straight","Independone",55,99,102,60,96,103,4.92,4.25,4.73,12,6.9,7,2
5455,13,"Pink","2nd","A",44000,"Straight","Democrulite",53,115,84,66,117,115,6.74,4.85,6.45,13,6.7,9,1
5456,13,"Pink","2nd","A",63000,"Straight","Democrulite",59,120,73,54,96,102,9.73,9.62,9.83,10,5.9,9,1
5457,49,"Pink","1st","A",225000,"Straight","Republicant",50,95,105,54,89,98,9.7,8.69,9.13,7,7.7,10,6
5458,51,"Pink","2nd","C",28000,"Straight","Democrulite",51,104,99,70,108,127,6.92,6.99,4.99,9,4.9,8,4
5459,68,"Pink","2nd","C",41000,"Straight","Democrulite",47,91,115,61,92,116,6.06,5.8,4.7,10,5,6,3
5460,65,"Pink","2nd","B",25000,"Straight","Democrulite",47,100,100,50,75,90,7.49,7.36,7.07,5,5,9,3
5461,46,"Pink","2nd","B",29000,"Curly","Independone",52,100,100,53,91,99,7.74,8.14,6.64,8,4.5,7,2
5462,55,"Blue","1st","C",119000,"Straight","Republicant",50,104,97,41,96,113,9.16,7.39,7.73,9,7,12,3
5463,17,"Pink","3rd","C",91000,"Straight","Independone",49,100,100,63,92,117,4.02,2.69,2.92,11,4.1,10,2
5464,12,"Blue","3rd","C",20000,"Straight","Independone",51,96,104,53,86,111,3.75,2.73,3.53,10,6.9,9,9
5465,26,"Pink","3rd","C",44000,"Straight","Independone",43,99,100,66,115,129,3.7,1.9,4.09,6,4.7,14,1
5466,27,"Pink","2nd","B",98000,"Straight","Democrulite",47,94,106,63,90,101,9.87,8.44,10.16,4,7.3,9,5
5467,53,"Blue","1st","C",50000,"Curly","Republicant",54,101,98,62,90,115,6.5,5.97,6.82,10,6.4,9,1
5468,37,"Pink","3rd","D",29000,"Straight","Independone",66,119,71,43,100,116,7.64,7.18,6.75,9,3.6,8,1
5469,42,"Pink","2nd","D",78000,"Straight","Republicant",46,111,95,66,117,130,4.96,4.66,4.14,9,6.3,8,2
5470,51,"Pink","3rd","C",36000,"Straight","Independone",57,114,92,39,92,111,6.76,5.02,6.97,8,6.4,8,5
